,Address,Name,City State ZIP,ZIP,Number of Sites,Url,ZIP_str,FULL Address,latitude,longitude
510,"3500 Hazlett Road,",Country Estates Mobile Home Park,"Springfield, IL",62707.0,38,https://www.mhvillage.com/parks/11706,62707.0,"3500 Hazlett Road,Springfield, IL62707.0",,
511,"3500 North Dirksen Parkway,",Woodland Acres Mobile Home Park,"Springfield, IL",62702.0,232,https://www.mhvillage.com/parks/11295,62702.0,"3500 North Dirksen Parkway,Springfield, IL62702.0",,
512,"3501 Ridgely Ave,",Fremont Park,"Springfield, IL",62702.0,94,https://www.mhvillage.com/parks/11704,62702.0,"3501 Ridgely Ave,Springfield, IL62702.0",,
513,"3510 S Dwight Rd,",Rustic Acres Mobile Home Park,"Mazon, IL",60444.0,Not found,https://www.mhvillage.com/parks/107164,60444.0,"3510 S Dwight Rd,Mazon, IL60444.0",,
514,"353 West Monroe Street,",Monroe Street Mobile Home Park,"Monticello, IL",61856.0,Not found,https://www.mhvillage.com/parks/11168,61856.0,"353 West Monroe Street,Monticello, IL61856.0",,
515,"3535 East Cook Street,",Pheasant Run,"Springfield, IL",62703.0,163,https://www.mhvillage.com/parks/11277,62703.0,"3535 East Cook Street,Springfield, IL62703.0",,
516,"3540 S 6th Street Rd,",Sunset Inn Trailor Court,"Springfield, IL",62703.0,Not found,https://www.mhvillage.com/parks/57686,62703.0,"3540 S 6th Street Rd,Springfield, IL62703.0",,
517,"3556 Old 51 Road,",Colonial Esates,"Sandoval, IL",62882.0,Not found,https://www.mhvillage.com/parks/31166,62882.0,"3556 Old 51 Road,Sandoval, IL62882.0",,
518,"360 Ivanhoe Rd,",Avon Mobile Home Park,"Grayslake, IL",60030.0,Not found,https://www.mhvillage.com/parks/57880,60030.0,"360 Ivanhoe Rd,Grayslake, IL60030.0",,
519,"3617 N Grand Ave E.,",Cottonwood Cove,"Springfield, IL",62707.0,280,https://www.mhvillage.com/parks/127230,62707.0,"3617 N Grand Ave E.,Springfield, IL62707.0",,
520,"3617 North Grand Avenue East,",Cottonwood South,"Springfield, IL",62702.0,295,https://www.mhvillage.com/parks/11254,62702.0,"3617 North Grand Avenue East,Springfield, IL62702.0",,
521,"3625 South Douglas Avenue,",Salmons Mobile Home Court,"Springfield, IL",62704.0,Not found,https://www.mhvillage.com/parks/11285,62704.0,"3625 South Douglas Avenue,Springfield, IL62704.0",,
522,"363 E 17th St,",Jana Drive Mh Park,"Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/58019,62801.0,"363 E 17th St,Centralia, IL62801.0",,
523,"368 Warren Rd,",Bush Mobile Home Park North 2,"Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/58051,62901.0,"368 Warren Rd,Carbondale, IL62901.0",,
524,"37 Green Acres,",Green Acres Mobile Estates,"Geneseo, IL",61254.0,39,https://www.mhvillage.com/parks/10581,61254.0,"37 Green Acres,Geneseo, IL61254.0",,
525,"37021 N Sheridan Rd,",Pinecrest Mobile Home Park,"Beach Park, IL",60087.0,Not found,https://www.mhvillage.com/parks/10824,60087.0,"37021 N Sheridan Rd,Beach Park, IL60087.0",,
526,"3710 Daffodil Drive,",Prairie Place,"Bloomington, IL",61704.0,38,https://www.mhvillage.com/parks/31415,61704.0,"3710 Daffodil Drive,Bloomington, IL61704.0",,
527,"3711 North Cunningham Avenue,",Ehler's Trailer Park,"Urbana, IL",61802.0,Not found,https://www.mhvillage.com/parks/10250,61802.0,"3711 North Cunningham Avenue,Urbana, IL61802.0",,
528,"3725 N. Peoria Road,",Oakwood an FR Community,"Springfield, IL",62702.0,210,https://www.mhvillage.com/parks/11292,62702.0,"3725 N. Peoria Road,Springfield, IL62702.0",,
529,"3737 North 24th Street,",Rancho Vista Estates,"Quincy, IL",62305.0,100,https://www.mhvillage.com/parks/10139,62305.0,"3737 North 24th Street,Quincy, IL62305.0",,
530,"3747 West Il Route 64,",Mt. Morris Estates MHP LLC,"Mount Morris, IL",61054.0,171,https://www.mhvillage.com/parks/11127,61054.0,"3747 West Il Route 64,Mount Morris, IL61054.0",,
531,"3801 Lake Drive,","Village Green MHC, LLC","Pontoon Beach, IL",62040.0,135,https://www.mhvillage.com/parks/10977,62040.0,"3801 Lake Drive,Pontoon Beach, IL62040.0",,
532,"3814 29th Street,",L and G Mobile Home Park,"Moline, IL",61265.0,Not found,https://www.mhvillage.com/parks/57813,61265.0,"3814 29th Street,Moline, IL61265.0",,
533,"38285 N Sheridan Rd,",Lake View Manufactured Home Community,"Beach Park, IL",60087.0,188,https://www.mhvillage.com/parks/10820,60087.0,"38285 N Sheridan Rd,Beach Park, IL60087.0",,
534,"38455 North Sheridan Road,",Kings Way Estates,"Beach Park, IL",60087.0,361,https://www.mhvillage.com/parks/11356,60087.0,"38455 North Sheridan Road,Beach Park, IL60087.0",,
535,"38569 N Sheridan Rd,",Shoreline Terrace,"Beach Park, IL",60099.0,Not found,https://www.mhvillage.com/parks/105849,60099.0,"38569 N Sheridan Rd,Beach Park, IL60099.0",,
536,"38600 N. Lakeside Pl,",Island on the Chain,"Antioch, IL",60002.0,Not found,https://www.mhvillage.com/parks/72940,60002.0,"38600 N. Lakeside Pl,Antioch, IL60002.0",,
537,"38703 North Sheridan Road,",Beach Mobile Home Park,"Beach Park, IL",60099.0,208,https://www.mhvillage.com/parks/10829,60099.0,"38703 North Sheridan Road,Beach Park, IL60099.0",,
538,"38788 North Broadway Avenue,",North Fox Recreational,"Antioch, IL",60002.0,Not found,https://www.mhvillage.com/parks/10789,60002.0,"38788 North Broadway Avenue,Antioch, IL60002.0",,
539,"388 Warren Rd,",Meadowbrook Estates,"Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/58047,62901.0,"388 Warren Rd,Carbondale, IL62901.0",,
540,"38816 Broadway Ave,",Inland Harbor,"Antioch, IL",60002.0,Not found,https://www.mhvillage.com/parks/69993,60002.0,"38816 Broadway Ave,Antioch, IL60002.0",,
541,"39 Dennis Drive,",Grandview Estates,"Bloomington, IL",61701.0,191,https://www.mhvillage.com/parks/11052,61701.0,"39 Dennis Drive,Bloomington, IL61701.0",,
542,"3901 Newburg Rd,",Greenview Estates,"Belvidere, IL",61008.0,355,https://www.mhvillage.com/parks/10164,61008.0,"3901 Newburg Rd,Belvidere, IL61008.0",,
543,"3925 Tiffany Terrace,",Wilder Haven East,"Decatur, IL",62526.0,494,https://www.mhvillage.com/parks/10892,62526.0,"3925 Tiffany Terrace,Decatur, IL62526.0",,
544,"397 S Fayette,",Kils Mobile Home Park,"El Paso, IL",61738.0,Not found,https://www.mhvillage.com/parks/107102,61738.0,"397 S Fayette,El Paso, IL61738.0",,
545,"397 South Fayette Street,",Kilpatrick's Mobile Home Park,"El Paso, IL",61738.0,Not found,https://www.mhvillage.com/parks/11651,61738.0,"397 South Fayette Street,El Paso, IL61738.0",,
546,"3998 Baileyville Road,",Timber Ridge MHP LLC,"Freeport, IL",61032.0,60,https://www.mhvillage.com/parks/11430,61032.0,"3998 Baileyville Road,Freeport, IL61032.0",,
547,"4 Candlelight Drive,",Candlelight Village,"Sauk Village, IL",60411.0,309,https://www.mhvillage.com/parks/10361,60411.0,"4 Candlelight Drive,Sauk Village, IL60411.0",,
548,"4 Oak Court,",Park Harbor Mobile Home Park,"Calumet City, IL",60409.0,Not found,https://www.mhvillage.com/parks/10351,60409.0,"4 Oak Court,Calumet City, IL60409.0",,
549,"4 Testing Parkway,",Quarantine Community,"Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/125565,62301.0,"4 Testing Parkway,Quincy, IL62301.0",,
550,"40 Canada Ln,",Willow Creek North Mobile Home Park,"Bloomington, IL",61701.0,120,https://www.mhvillage.com/parks/11061,61701.0,"40 Canada Ln,Bloomington, IL61701.0",,
551,"40 Glenbrook Lane,",Shepherd Mobile Estates,"Fisher, IL",61843.0,Not found,https://www.mhvillage.com/parks/10208,61843.0,"40 Glenbrook Lane,Fisher, IL61843.0",,
552,"400 W Dunn St,",Telfords Arrowhead,"Macon, IL",62544.0,Not found,https://www.mhvillage.com/parks/57828,62544.0,"400 W Dunn St,Macon, IL62544.0",,
553,"400 West Touhy Avenue,",Blackhawk Estates,"Des Plaines, IL",60018.0,496,https://www.mhvillage.com/parks/10374,60018.0,"400 West Touhy Avenue,Des Plaines, IL60018.0",,
554,"4000 East 134th Street,",Harbor Point Estates,"Chicago, IL",60633.0,775,https://www.mhvillage.com/parks/28682,60633.0,"4000 East 134th Street,Chicago, IL60633.0",,
555,"4001 Sandhill Rd,",North Oaks,"Springfield, IL",62702.0,162,https://www.mhvillage.com/parks/45862,62702.0,"4001 Sandhill Rd,Springfield, IL62702.0",,
556,"401 136th Street,",South East,"Chicago, IL",60633.0,Not found,https://www.mhvillage.com/parks/10354,60633.0,"401 136th Street,Chicago, IL60633.0",,
557,"401 E Walnut St,",Elmwood Estates,"Villa Grove, IL",61956.0,Not found,https://www.mhvillage.com/parks/57650,61956.0,"401 E Walnut St,Villa Grove, IL61956.0",,
558,"401 Kellings Farm Road,",Kelling's Mobile Home Park,"East Carondelet, IL",62240.0,19,https://www.mhvillage.com/parks/11359,62240.0,"401 Kellings Farm Road,East Carondelet, IL62240.0",,
559,"401 West Williams Street,",Dwight Mobile Home Park,"Dwight, IL",60420.0,Not found,https://www.mhvillage.com/parks/10852,60420.0,"401 West Williams Street,Dwight, IL60420.0",,
560,"403 Sycamore St.,",Shady Acres Mobile Home Park,"Albany, IL",61230.0,48,https://www.mhvillage.com/parks/11539,61230.0,"403 Sycamore St.,Albany, IL61230.0",,
561,"405 Biggs Ln,",Oakwood Mobile Home Park,"Christopher, IL",62822.0,Not found,https://www.mhvillage.com/parks/57993,62822.0,"405 Biggs Ln,Christopher, IL62822.0",,
562,"410 Barrington Road,",Woodland Mobile Home Park,"Wauconda, IL",60084.0,100,https://www.mhvillage.com/parks/10816,60084.0,"410 Barrington Road,Wauconda, IL60084.0",,
563,"410 East Lincoln Street,",Kinsell Mobile Home Park,"Saybrook, IL",61770.0,Not found,https://www.mhvillage.com/parks/11081,61770.0,"410 East Lincoln Street,Saybrook, IL61770.0",,
564,"410 Ridge,",Carlyle Mobile Home Park,"Carlyle, IL",62231.0,6,https://www.mhvillage.com/parks/10293,62231.0,"410 Ridge,Carlyle, IL62231.0",,
565,"410 South Simmons Street,",Country Air Mobile Home Estates,"Stockton, IL",61085.0,44,https://www.mhvillage.com/parks/10669,61085.0,"410 South Simmons Street,Stockton, IL61085.0",,
566,"4113 North Peoria Road,",North Wood Estates,"Springfield, IL",62702.0,235,https://www.mhvillage.com/parks/11275,62702.0,"4113 North Peoria Road,Springfield, IL62702.0",,
567,"414 E Locust St,",Blue Spruce Mobile Home Park,"Chatham, IL",62629.0,Not found,https://www.mhvillage.com/parks/11238,62629.0,"414 E Locust St,Chatham, IL62629.0",,
568,"4140 Division Street,",Cottonwood Mobile Home Park,"Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/10965,62040.0,"4140 Division Street,Granite City, IL62040.0",,
569,"417 West 17th Street,",Countryview Trailer Court,"Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/10297,62801.0,"417 West 17th Street,Centralia, IL62801.0",,
570,"42 Oak Terrace Court,",Oak Terrace Manufactured Home Community,"Batavia, IL",60510.0,Not found,https://www.mhvillage.com/parks/10683,60510.0,"42 Oak Terrace Court,Batavia, IL60510.0",,
571,"420 Abens Ave,",Autumn Ridge Estates,"Henry, IL",61537.0,57,https://www.mhvillage.com/parks/11010,61537.0,"420 Abens Ave,Henry, IL61537.0",,
572,"4216 N Illinois St,",Cleveland Mobile Home Park,"Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/57674,62226.0,"4216 N Illinois St,Swansea, IL62226.0",,
573,"423 E Jefferson St,",Craigs Mobile Home Park,"Anna, IL",62906.0,Not found,https://www.mhvillage.com/parks/58117,62906.0,"423 E Jefferson St,Anna, IL62906.0",,
574,"425 North Rd,",Country Lane Mobile Home Park,"Heyworth, IL",61745.0,30,https://www.mhvillage.com/parks/11069,61745.0,"425 North Rd,Heyworth, IL61745.0",,
575,"425 Willow Street,",Carney Mobile Home Park,"Carterville, IL",62918.0,24,https://www.mhvillage.com/parks/11593,62918.0,"425 Willow Street,Carterville, IL62918.0",,
576,"4255 West Blanding Road,",Griffiths Mobile Home Park,"Hanover, IL",61041.0,Not found,https://www.mhvillage.com/parks/10667,61041.0,"4255 West Blanding Road,Hanover, IL61041.0",,
577,"426 E Jefferson St,",Anna Mobile Home Park,"Anna, IL",62906.0,Not found,https://www.mhvillage.com/parks/58119,62906.0,"426 E Jefferson St,Anna, IL62906.0",,
578,"426 Red Bird Street,",High Meadows Mobile Home Park,"Troy, IL",62294.0,Not found,https://www.mhvillage.com/parks/10986,62294.0,"426 Red Bird Street,Troy, IL62294.0",,
579,"4263 Old Route 36,",Lincoln Trails,"Springfield, IL",62707.0,Not found,https://www.mhvillage.com/parks/57689,62707.0,"4263 Old Route 36,Springfield, IL62707.0",,
580,"427 W Frech St,",Independence Mh Community,"Streator, IL",61364.0,15,https://www.mhvillage.com/parks/57677,61364.0,"427 W Frech St,Streator, IL61364.0",,
581,"43 E 5000N Rd.,",Tri-Star Estates,"Bourbonnais, IL",60914.0,850,https://www.mhvillage.com/parks/10695,60914.0,"43 E 5000N Rd.,Bourbonnais, IL60914.0",,
582,"430 Barrington Road,",Harmony Village,"Wauconda, IL",60084.0,136,https://www.mhvillage.com/parks/10815,60084.0,"430 Barrington Road,Wauconda, IL60084.0",,
583,"430 Crotty Ln,",Green Tree Mobile Home Park,"Seneca, IL",61360.0,Not found,https://www.mhvillage.com/parks/106876,61360.0,"430 Crotty Ln,Seneca, IL61360.0",,
584,"433 West Clinton Avenue,",Deeter's Mobile Estates,"Farmer City, IL",61842.0,Not found,https://www.mhvillage.com/parks/10456,61842.0,"433 West Clinton Avenue,Farmer City, IL61842.0",,
585,"434 W Pine St,",Combs Mobile Home Park,"Paxton, IL",60957.0,Not found,https://www.mhvillage.com/parks/57755,60957.0,"434 W Pine St,Paxton, IL60957.0",,
586,"435 S Elm St,",Leifheit Mh Park,"Waterman, IL",60556.0,Not found,https://www.mhvillage.com/parks/57631,60556.0,"435 S Elm St,Waterman, IL60556.0",,
587,"436 W Union St,",West Union Mobile Home Court,"Edwardsville, IL",62025.0,Not found,https://www.mhvillage.com/parks/57923,62025.0,"436 W Union St,Edwardsville, IL62025.0",,
588,"4375 E Kincade Ln,",Kincade Acres,"Olney, IL",62450.0,Not found,https://www.mhvillage.com/parks/106758,62450.0,"4375 E Kincade Ln,Olney, IL62450.0",,
589,"4419 Horeshoe Lake Road,","Holiday Estates MHC, LLC","Pontoon Beach, IL",62040.0,217,https://www.mhvillage.com/parks/10967,62040.0,"4419 Horeshoe Lake Road,Pontoon Beach, IL62040.0",,
590,"4461 E 1251st Road,",Earlville Mobile Home Park,"Earlville, IL",60518.0,31,https://www.mhvillage.com/parks/10741,60518.0,"4461 E 1251st Road,Earlville, IL60518.0",,
591,"45 Carroll Wood Drive,",Rocwood Mobile Home Park,"Wood River, IL",62095.0,112,https://www.mhvillage.com/parks/10989,62095.0,"45 Carroll Wood Drive,Wood River, IL62095.0",,
592,"450 Chillon Drive,",Alpine Village,"Lynwood, IL",60411.0,677,https://www.mhvillage.com/parks/10365,60411.0,"450 Chillon Drive,Lynwood, IL60411.0",,
593,"4500 East River Road,",River Road Mobile Home Park,"Ridott, IL",61067.0,Not found,https://www.mhvillage.com/parks/11434,61067.0,"4500 East River Road,Ridott, IL61067.0",,
594,"4501 Gardner Expressway,",Hultz's Expressway Mobile Home Park,"Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/10131,62305.0,"4501 Gardner Expressway,Quincy, IL62305.0",,
595,"4503 West Lake Street,",Meadowcreek Mobile Home Park,"Melrose Park, IL",60160.0,287,https://www.mhvillage.com/parks/10418,60160.0,"4503 West Lake Street,Melrose Park, IL60160.0",,
596,"4515 34th Street,",Cloverleaf Village,"Moline, IL",61265.0,291,https://www.mhvillage.com/parks/11223,61265.0,"4515 34th Street,Moline, IL61265.0",,
597,"452 Lucille Avenue,",Villa Garden Estates,"Elgin, IL",60120.0,141,https://www.mhvillage.com/parks/10687,60120.0,"452 Lucille Avenue,Elgin, IL60120.0",,
598,"452 N Vernon Dr,",Mourning Trailer Park,"Godley, IL",60407.0,Not found,https://www.mhvillage.com/parks/11568,60407.0,"452 N Vernon Dr,Godley, IL60407.0",,
599,"4536 Highway 162,",Country Mobile Home Park,"Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57883,62040.0,"4536 Highway 162,Granite City, IL62040.0",,
600,"4650 South Main Street,",Green Meadows Estates,"Rockford, IL",61102.0,384,https://www.mhvillage.com/parks/11629,61102.0,"4650 South Main Street,Rockford, IL61102.0",,
601,"4664 State Route 162,",Windsor Village,"Pontoon Beach, IL",62040.0,110,https://www.mhvillage.com/parks/29408,62040.0,"4664 State Route 162,Pontoon Beach, IL62040.0",,
602,"4700 Division Street,",Guerine Mobile Home Park,"Melrose Park, IL",60160.0,347,https://www.mhvillage.com/parks/10404,60160.0,"4700 Division Street,Melrose Park, IL60160.0",,
603,"4734 Lake Dr,",Lakewind Estates,"Pontoon Beach, IL",62040.0,Not found,https://www.mhvillage.com/parks/107126,62040.0,"4734 Lake Dr,Pontoon Beach, IL62040.0",,
604,"475 East Jefferson Street,",Charlotte's Trailer Court,"El Paso, IL",61738.0,14,https://www.mhvillage.com/parks/11649,61738.0,"475 East Jefferson Street,El Paso, IL61738.0",,
605,"48 Raintree Trailer Court,",Raintree Mobile Home Park,"Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/11038,61455.0,"48 Raintree Trailer Court,Macomb, IL61455.0",,
606,"4808 Paradise Road,",Lakeland Estates Mobile Home and RV Park,"Mattoon, IL",61938.0,93,https://www.mhvillage.com/parks/10324,61938.0,"4808 Paradise Road,Mattoon, IL61938.0",,
607,"4809 West Windsor Road,",New Century Estates,"Champaign, IL",61822.0,169,https://www.mhvillage.com/parks/10206,61822.0,"4809 West Windsor Road,Champaign, IL61822.0",,
608,"4846 11th Street,",Bill-Mar Heights,"Rockford, IL",61109.0,70,https://www.mhvillage.com/parks/11626,61109.0,"4846 11th Street,Rockford, IL61109.0",,
609,"488 Mcbride Avenue,",Bluffview,"Dupo, IL",62239.0,8,https://www.mhvillage.com/parks/11348,62239.0,"488 Mcbride Avenue,Dupo, IL62239.0",,
610,"4951 Augusta Blvd.,",Golf Vista Estates,"Monee, IL",60449.0,497,https://www.mhvillage.com/parks/11581,60449.0,"4951 Augusta Blvd.,Monee, IL60449.0",,
611,"4989 N Il Route 251,",Rolling Meadows Mobile Home Park,"Davis Junction, IL",61020.0,149,https://www.mhvillage.com/parks/11124,61020.0,"4989 N Il Route 251,Davis Junction, IL61020.0",,
612,"5 Northwood Circle,","Northwood Estates MHC, LLC","Urbana, IL",61802.0,113,https://www.mhvillage.com/parks/10258,61802.0,"5 Northwood Circle,Urbana, IL61802.0",,
613,"500 Ann St Swansea Il 62226,",Swansea Village Mobile Home Park,"Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/106702,62226.0,"500 Ann St Swansea Il 62226,Swansea, IL62226.0",,
614,"500 Anna Street,",Quail Run Mobile Home Community,"Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/11328,62226.0,"500 Anna Street,Belleville, IL62226.0",,
615,"500 Charles Road,",Edgewood Estates,"Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/10612,62901.0,"500 Charles Road,Carbondale, IL62901.0",,
616,"500 E Madison St,",Cooper Mh Park,"Toledo, IL",62468.0,Not found,https://www.mhvillage.com/parks/57665,62468.0,"500 E Madison St,Toledo, IL62468.0",,
617,"500 East Madison,",Greeson's Prairie Village,"Toledo, IL",62468.0,Not found,https://www.mhvillage.com/parks/106866,62468.0,"500 East Madison,Toledo, IL62468.0",,
618,"500 W Bethalto Drive,",Airport Mobile Home Park,"Bethalto, IL",62010.0,Not found,https://www.mhvillage.com/parks/10927,62010.0,"500 W Bethalto Drive,Bethalto, IL62010.0",,
619,"502 Beech Street,",Big Elm Mobile Home Park,"Savanna, IL",61074.0,88,https://www.mhvillage.com/parks/10184,61074.0,"502 Beech Street,Savanna, IL61074.0",,
620,"503 South Main Street,",Chatham Villa Mobile Home Park,"Chatham, IL",62629.0,49,https://www.mhvillage.com/parks/11237,62629.0,"503 South Main Street,Chatham, IL62629.0",,
621,"504 N 8th St,",North Side Mobile Home Park,"Altamont, IL",62411.0,15,https://www.mhvillage.com/parks/58122,62411.0,"504 N 8th St,Altamont, IL62411.0",,
622,"504 Williams St,",Ritcheys Mobile Home Park,"Anna, IL",62906.0,Not found,https://www.mhvillage.com/parks/58116,62906.0,"504 Williams St,Anna, IL62906.0",,
623,"505 North Division Street,",Eastern Estates,"Charleston, IL",61920.0,125,https://www.mhvillage.com/parks/10314,61920.0,"505 North Division Street,Charleston, IL61920.0",,
624,"505 S Oak St,",Windsor Mobile Home Park,"Windsor, IL",61957.0,Not found,https://www.mhvillage.com/parks/57624,61957.0,"505 S Oak St,Windsor, IL61957.0",,
625,"506 W Mill St,",Greenbrier Mh Park,"Waterloo, IL",62298.0,Not found,https://www.mhvillage.com/parks/57635,62298.0,"506 W Mill St,Waterloo, IL62298.0",,
626,"507 Hoselton Dr.,",Autumn Oaks,"Chenoa, IL",61726.0,100,https://www.mhvillage.com/parks/11693,61726.0,"507 Hoselton Dr.,Chenoa, IL61726.0",,
627,"508 Reagan Drive,",Enchanted Gardens,"Eureka, IL",61530.0,144,https://www.mhvillage.com/parks/11655,61530.0,"508 Reagan Drive,Eureka, IL61530.0",,
628,"509 NW 7th Street,",Fairfield Estates,"Fairfield, IL",62837.0,Not found,https://www.mhvillage.com/parks/36979,62837.0,"509 NW 7th Street,Fairfield, IL62837.0",,
629,"509 South Buchanan Place,",Swanzy's Trailer Park,"Heyworth, IL",61745.0,16,https://www.mhvillage.com/parks/11071,61745.0,"509 South Buchanan Place,Heyworth, IL61745.0",,
630,"510 Ross St,",Sumner Pointe,"Carlinville, IL",62626.0,38,https://www.mhvillage.com/parks/58039,62626.0,"510 Ross St,Carlinville, IL62626.0",,
631,"5100 Collinsville Road,",Havahome Mobile Home Park,"East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/11367,62201.0,"5100 Collinsville Road,East Saint Louis, IL62201.0",,
632,"5100 Kay Lane,",Quail Run Mobile Home Community,"Edwardsville, IL",62025.0,67,https://www.mhvillage.com/parks/10958,62025.0,"5100 Kay Lane,Edwardsville, IL62025.0",,
633,"511 Kroll Road,",Frentriss Lake,"East Dubuque, IL",61025.0,60,https://www.mhvillage.com/parks/11675,61025.0,"511 Kroll Road,East Dubuque, IL61025.0",,
634,"5110 159th Street,",Oak Forest,"Oak Forest, IL",60452.0,70,https://www.mhvillage.com/parks/10409,60452.0,"5110 159th Street,Oak Forest, IL60452.0",,
635,"5111 78th Avenue,",Airview Mobile Home Park,"Milan, IL",61264.0,126,https://www.mhvillage.com/parks/11213,61264.0,"5111 78th Avenue,Milan, IL61264.0",,
636,"513 Reynolds Dr,",Brooks Mh Park,"Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/58008,61920.0,"513 Reynolds Dr,Charleston, IL61920.0",,
637,"5132 State Route 13,",Westside Trailer Park,"Pinckneyville, IL",62274.0,Not found,https://www.mhvillage.com/parks/57749,62274.0,"5132 State Route 13,Pinckneyville, IL62274.0",,
638,"515 Edgebrook Drive,","Edgebrook Estates MHC, LLC","Champaign, IL",61820.0,47,https://www.mhvillage.com/parks/10203,61820.0,"515 Edgebrook Drive,Champaign, IL61820.0",,
639,"516 E Seminole St,",Olsen Mobile Home Park,"Dwight, IL",60420.0,Not found,https://www.mhvillage.com/parks/10850,60420.0,"516 E Seminole St,Dwight, IL60420.0",,
640,"518 24th Ave,","Fulton MHP and Self Storage MHC, LLC","Fulton, IL",61252.0,77,https://www.mhvillage.com/parks/11543,61252.0,"518 24th Ave,Fulton, IL61252.0",,
641,"519 South Il Route,",Greenacres Mobile Home Park,"Dixon, IL",61021.0,Not found,https://www.mhvillage.com/parks/10842,61021.0,"519 South Il Route,Dixon, IL61021.0",,
642,"5194 S Route 45-52,",Chebanse MH Estates,"Chebanse, IL",60922.0,89,https://www.mhvillage.com/parks/10698,60922.0,"5194 S Route 45-52,Chebanse, IL60922.0",,
643,"520 W Madison Ave,",Shady Point Mobile Home Court,"Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/58003,61920.0,"520 W Madison Ave,Charleston, IL61920.0",,
644,"5200 Collinsville Road,",Belmont Mobile Home Park,"East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/11362,62201.0,"5200 Collinsville Road,East Saint Louis, IL62201.0",,
645,"524 E Jefferson St,",W J Mobile Home Park,"Toulon, IL",61483.0,Not found,https://www.mhvillage.com/parks/57663,61483.0,"524 E Jefferson St,Toulon, IL61483.0",,
646,"525 N. Mchenry Rd.,",Whippletree Village,"Wheeling, IL",60090.0,407,https://www.mhvillage.com/parks/10420,60090.0,"525 N. Mchenry Rd.,Wheeling, IL60090.0",,
647,"5261 Chain Of Rocks Road,",Serenity Circle Mobile Home Park,"Edwardsville, IL",62025.0,Not found,https://www.mhvillage.com/parks/10959,62025.0,"5261 Chain Of Rocks Road,Edwardsville, IL62025.0",,
648,"5287 Country Club Rd,",Fairway Mobile Home Park,"Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/57792,62966.0,"5287 Country Club Rd,Murphysboro, IL62966.0",,
649,"5294 Old State Road,",Old State Village,"Mattoon, IL",61938.0,200,https://www.mhvillage.com/parks/10326,61938.0,"5294 Old State Road,Mattoon, IL61938.0",,
650,"530 Reynolds Dr., #137,",Longacre Estates,"Charleston, IL",61920.0,124,https://www.mhvillage.com/parks/10312,61920.0,"530 Reynolds Dr., #137,Charleston, IL61920.0",,
651,"5300 Collinsville Road,",Forum Mobile Home Park,"East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/11366,62201.0,"5300 Collinsville Road,East Saint Louis, IL62201.0",,
652,"5306 Godfrey Rd,",Poplar Mobile Home Court,"Godfrey, IL",62035.0,Not found,https://www.mhvillage.com/parks/57889,62035.0,"5306 Godfrey Rd,Godfrey, IL62035.0",,
653,"531 E Front Ave,",Zink's Country Court,"Stockton, IL",61085.0,Not found,https://www.mhvillage.com/parks/107050,61085.0,"531 E Front Ave,Stockton, IL61085.0",,
654,"532 Mcbride Ave Lot A,",Town Talk Mh Park,"Dupo, IL",62239.0,Not found,https://www.mhvillage.com/parks/57937,62239.0,"532 Mcbride Ave Lot A,Dupo, IL62239.0",,
655,"537 Country Rd 1600 N,",Frazier Acres,"Champaign, IL",61822.0,Not found,https://www.mhvillage.com/parks/106838,61822.0,"537 Country Rd 1600 N,Champaign, IL61822.0",,
656,"540 E 14th St,",Glen Ayre Mobile Home Park,"Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/106990,61832.0,"540 E 14th St,Danville, IL61832.0",,
657,"544 Brooklyn Avenue,",Cedarbrook Estates,"Jacksonville, IL",62650.0,42,https://www.mhvillage.com/parks/11700,62650.0,"544 Brooklyn Avenue,Jacksonville, IL62650.0",,
658,"5445 Maryville Rd,",66 Mobile Home Park,"Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57885,62040.0,"5445 Maryville Rd,Granite City, IL62040.0",,
659,"548 South Main Street,",Columbia Trailer Park,"Columbia, IL",62236.0,Not found,https://www.mhvillage.com/parks/11090,62236.0,"548 South Main Street,Columbia, IL62236.0",,
