,Address,Name,City State ZIP,ZIP,Number of Sites,Url,ZIP_str,FULL Address,latitude,longitude
810,"900 East Park Street,",Bel-Aire Mobile Home Park,"Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/10600,62901.0,"900 East Park Street,Carbondale, IL62901.0",,
811,"900 Lincoln St,",Sharp's Mobile Home Park,"Auburn, IL",62615.0,37,https://www.mhvillage.com/parks/11234,62615.0,"900 Lincoln St,Auburn, IL62615.0",,
812,"900 Maple St,",Pohlmans Mobile Home Court,"Carrollton, IL",62016.0,Not found,https://www.mhvillage.com/parks/58035,62016.0,"900 Maple St,Carrollton, IL62016.0",,
813,"900 South Camp Avenue,",J & J Mobile Home Park,"Olney, IL",62450.0,Not found,https://www.mhvillage.com/parks/11201,62450.0,"900 South Camp Avenue,Olney, IL62450.0",,
814,"900 W Central Ave,",Horizon Estates Mh Park,"Thomasboro, IL",61878.0,Not found,https://www.mhvillage.com/parks/57666,61878.0,"900 W Central Ave,Thomasboro, IL61878.0",,
815,"900 W Walnut St,",Wagon Wheel Mobile Home Ranch,"Canton, IL",61520.0,Not found,https://www.mhvillage.com/parks/58053,61520.0,"900 W Walnut St,Canton, IL61520.0",,
816,"900 Washington St,",Washington Square Mhc Inc,"Lacon, IL",61540.0,33,https://www.mhvillage.com/parks/70201,61540.0,"900 Washington St,Lacon, IL61540.0",,
817,"9001 South Cicero Avenue,",Airway Manufactured Housing Community,"Oak Lawn, IL",60453.0,268,https://www.mhvillage.com/parks/10410,60453.0,"9001 South Cicero Avenue,Oak Lawn, IL60453.0",,
818,"901 Macomb,",Eggers & Husband Mobile Home Park,"Colchester, IL",62326.0,Not found,https://www.mhvillage.com/parks/36302,62326.0,"901 Macomb,Colchester, IL62326.0",,
819,"901 Regan Road,",Riverside Mobile Estates,"Rock Falls, IL",61071.0,400,https://www.mhvillage.com/parks/11552,61071.0,"901 Regan Road,Rock Falls, IL61071.0",,
820,"902 North Delmar Avenue,",Hartford Mobile Home Park,"Hartford, IL",62048.0,Not found,https://www.mhvillage.com/parks/10978,62048.0,"902 North Delmar Avenue,Hartford, IL62048.0",,
821,"904 21st Street,",Lincoln Terrace,"Lincoln, IL",62656.0,110,https://www.mhvillage.com/parks/10868,62656.0,"904 21st Street,Lincoln, IL62656.0",,
822,"905 East 3rd Ave,",Whispering Hills,"Coal Valley, IL",61240.0,50,https://www.mhvillage.com/parks/11671,61240.0,"905 East 3rd Ave,Coal Valley, IL61240.0",,
823,"9051 Bucks Rd,",Highway Inn Trailer Court,"Heyworth, IL",61745.0,Not found,https://www.mhvillage.com/parks/107266,61745.0,"9051 Bucks Rd,Heyworth, IL61745.0",,
824,"9070 North Dresden Drive,",Dresden Acres,"Morris, IL",60450.0,Not found,https://www.mhvillage.com/parks/10556,60450.0,"9070 North Dresden Drive,Morris, IL60450.0",,
825,"909 South Mclean Boulevard,",Bueche's Mobile Home Park,"Elgin, IL",60123.0,Not found,https://www.mhvillage.com/parks/36384,60123.0,"909 South Mclean Boulevard,Elgin, IL60123.0",,
826,"911 Crookedstick Court,",Oakbrook Estates,"Crystal Lake, IL",60014.0,400,https://www.mhvillage.com/parks/11041,60014.0,"911 Crookedstick Court,Crystal Lake, IL60014.0",,
827,"913 Macomb St,",Pine,"Colchester, IL",62326.0,Not found,https://www.mhvillage.com/parks/106846,62326.0,"913 Macomb St,Colchester, IL62326.0",,
828,"913 North Taylorville Boulevard,",Taylorville's Valley View Mobile Home Park,"Taylorville, IL",62568.0,65,https://www.mhvillage.com/parks/10276,62568.0,"913 North Taylorville Boulevard,Taylorville, IL62568.0",,
829,"917 Glen Forest Drive,",Phil-Aire Estates,"Machesney Park, IL",61115.0,Not found,https://www.mhvillage.com/parks/36471,61115.0,"917 Glen Forest Drive,Machesney Park, IL61115.0",,
830,"92 Four Seasons Est,",Four Seasons Mobile Home Park,"Effingham, IL",62401.0,150,https://www.mhvillage.com/parks/10495,62401.0,"92 Four Seasons Est,Effingham, IL62401.0",,
831,"921 SE 2nd St,",Sentry Estates,"Galva, IL",61434.0,Not found,https://www.mhvillage.com/parks/57897,61434.0,"921 SE 2nd St,Galva, IL61434.0",,
832,"925 Main Street,",Gianni Mobile Home Park,"Crete, IL",60417.0,Not found,https://www.mhvillage.com/parks/11560,60417.0,"925 Main Street,Crete, IL60417.0",,
833,"925 S Main St,",Bateman Trailer Court,"Clay City, IL",62824.0,Not found,https://www.mhvillage.com/parks/57991,62824.0,"925 S Main St,Clay City, IL62824.0",,
834,"93 N. 3530E Road,",Skyview Estates,"Kankakee, IL",60901.0,28,https://www.mhvillage.com/parks/103599,60901.0,"93 N. 3530E Road,Kankakee, IL60901.0",,
835,"9300 W. 79th St.,",Sterling Estates,"Justice, IL",60458.0,807,https://www.mhvillage.com/parks/10391,60458.0,"9300 W. 79th St.,Justice, IL60458.0",,
836,"9305 North 2nd Street,",Rainbow Lane Mobile Home Court,"Machesney Park, IL",61115.0,Not found,https://www.mhvillage.com/parks/11637,61115.0,"9305 North 2nd Street,Machesney Park, IL61115.0",,
837,"932 East County Road 750 North,",Prairie View Acres,"Tuscola, IL",61953.0,26,https://www.mhvillage.com/parks/37534,61953.0,"932 East County Road 750 North,Tuscola, IL61953.0",,
838,"9568 Wabash 10 Avenue,",Perry's Mobile Home Park,"Mount Carmel, IL",62863.0,Not found,https://www.mhvillage.com/parks/11510,62863.0,"9568 Wabash 10 Avenue,Mount Carmel, IL62863.0",,
839,"9581 Pine Drive,",Valley Vista Estates,"Lyndon, IL",61261.0,100,https://www.mhvillage.com/parks/11545,61261.0,"9581 Pine Drive,Lyndon, IL61261.0",,
840,"970 Green Wing Road,",O'Connell's RV Resort,"Amboy, IL",61310.0,636,https://www.mhvillage.com/parks/10838,61310.0,"970 Green Wing Road,Amboy, IL61310.0",,
841,"973 County Road 2250,",Neighbors of Hickory Hill,"Secor, IL",61771.0,Not found,https://www.mhvillage.com/parks/129184,61771.0,"973 County Road 2250,Secor, IL61771.0",,
842,"98 White Oak Drive,",Heather Lynn Estates,"New Baden, IL",62265.0,64,https://www.mhvillage.com/parks/52185,62265.0,"98 White Oak Drive,New Baden, IL62265.0",,
843,"9800 Joliet Rd.,",Country Club Woods,"Countryside, IL",60525.0,310,https://www.mhvillage.com/parks/29162,60525.0,"9800 Joliet Rd.,Countryside, IL60525.0",,
844,"9825 Us Highway 136,",Country Aire Estates,"Macomb, IL",61455.0,50,https://www.mhvillage.com/parks/11029,61455.0,"9825 Us Highway 136,Macomb, IL61455.0",,
845,"Alex & Eddie Street,",E & S Mobile Home Park,"East Carondelet, IL",62240.0,Not found,https://www.mhvillage.com/parks/11353,62240.0,"Alex & Eddie Street,East Carondelet, IL62240.0",,
846,"Alexander Road,",Alexander Estates,"Bloomington, IL",61704.0,330,https://www.mhvillage.com/parks/11051,61704.0,"Alexander Road,Bloomington, IL61704.0",,
847,"Bayadier Dr,",Lake Pana MH Court,"Pana, IL",62557.0,Not found,https://www.mhvillage.com/parks/107240,62557.0,"Bayadier Dr,Pana, IL62557.0",,
848,"Blacks Lane,",Prairie Knolls,"Jacksonville, IL",62650.0,163,https://www.mhvillage.com/parks/11112,62650.0,"Blacks Lane,Jacksonville, IL62650.0",,
849,"Briar Lane,",The Grove Mobile Home Pak,"Princeton, IL",61356.0,43,https://www.mhvillage.com/parks/10175,61356.0,"Briar Lane,Princeton, IL61356.0",,
850,"Casey St Lot W,",West Haven Mobile Home Park,"Woodlawn, IL",62898.0,Not found,https://www.mhvillage.com/parks/57621,62898.0,"Casey St Lot W,Woodlawn, IL62898.0",,
851,"Catherin,",Oak View Mobile Home Park,"Altamont, IL",62411.0,Not found,https://www.mhvillage.com/parks/10492,62411.0,"Catherin,Altamont, IL62411.0",,
852,"Central St,",Highland Acres Village,"Chester, IL",62233.0,90,https://www.mhvillage.com/parks/11178,62233.0,"Central St,Chester, IL62233.0",,
853,"Chestnut &Amp; Yates,",Tallula Trailer Court,"Tallula, IL",62688.0,Not found,https://www.mhvillage.com/parks/107120,62688.0,"Chestnut &Amp; Yates,Tallula, IL62688.0",,
854,"Coal City Rd,",Shadow Lakes - Tully Monster Village,"Wilmington, IL",60481.0,Not found,https://www.mhvillage.com/parks/127512,60481.0,"Coal City Rd,Wilmington, IL60481.0",,
855,"County Rd 1600 N,",Cooper Estates,"Seymour, IL",61875.0,16,https://www.mhvillage.com/parks/11720,61875.0,"County Rd 1600 N,Seymour, IL61875.0",,
856,"Cr 800,",Maple Crest Subdivision,"Manito, IL",61546.0,300,https://www.mhvillage.com/parks/11018,61546.0,"Cr 800,Manito, IL61546.0",,
857,"Daralen Drive,",Harlow Mobile Home Park,"Marshall, IL",62441.0,75,https://www.mhvillage.com/parks/29205,62441.0,"Daralen Drive,Marshall, IL62441.0",,
858,"Davis St,",Cedar Park,"Keyesport, IL",62253.0,Not found,https://www.mhvillage.com/parks/107056,62253.0,"Davis St,Keyesport, IL62253.0",,
859,"Davis,",Countryside Estates,"Mackinaw, IL",61755.0,46,https://www.mhvillage.com/parks/11441,61755.0,"Davis,Mackinaw, IL61755.0",,
860,"E 2750th Road & Center Street,",Countryside Estates MHP,"Sandwich, IL",60548.0,63,https://www.mhvillage.com/parks/10441,60548.0,"E 2750th Road & Center Street,Sandwich, IL60548.0",,
861,"E 5th St,",Hutchings Mobile Home Park,"Trenton, IL",62293.0,Not found,https://www.mhvillage.com/parks/106978,62293.0,"E 5th St,Trenton, IL62293.0",,
862,"E 7th St,",HTC MHP,"Neoga, IL",62447.0,Not found,https://www.mhvillage.com/parks/107084,62447.0,"E 7th St,Neoga, IL62447.0",,
863,"E Edwards And Drury St,",Joy Trailer Park,"Joy, IL",61260.0,Not found,https://www.mhvillage.com/parks/107052,61260.0,"E Edwards And Drury St,Joy, IL61260.0",,
864,"East Cumberland,",Greenup Mobile Home Park,"Greenup, IL",62428.0,Not found,https://www.mhvillage.com/parks/107012,62428.0,"East Cumberland,Greenup, IL62428.0",,
865,"East Monroe,",Starwalt Enterprises MHP,"Toledo, IL",62468.0,Not found,https://www.mhvillage.com/parks/107108,62468.0,"East Monroe,Toledo, IL62468.0",,
866,"Eastern Dr,",Eastern Drive Park,"Gridley, IL",61744.0,Not found,https://www.mhvillage.com/parks/106996,61744.0,"Eastern Dr,Gridley, IL61744.0",,
867,"Ellis &Amp; Drew Sts,",Shady Acres Mobile Home Park,"Summerfield, IL",62289.0,Not found,https://www.mhvillage.com/parks/107366,62289.0,"Ellis &Amp; Drew Sts,Summerfield, IL62289.0",,
868,"Fairgrounds Rd,",Fairveiw Estates,"Vienna, IL",62995.0,20,https://www.mhvillage.com/parks/126106,62995.0,"Fairgrounds Rd,Vienna, IL62995.0",,
869,"Fairview Trailer Court,",Fairview Mobile Home Park,"Taylorville, IL",62568.0,20,https://www.mhvillage.com/parks/10275,62568.0,"Fairview Trailer Court,Taylorville, IL62568.0",,
870,"Foster St,",Newton Mobile Home Park,"Newton, IL",62448.0,Not found,https://www.mhvillage.com/parks/107008,62448.0,"Foster St,Newton, IL62448.0",,
871,"Girard &Amp; Spring St,",Belden Enterprises Mobile Home Park,"Saint Elmo, IL",62458.0,Not found,https://www.mhvillage.com/parks/107274,62458.0,"Girard &Amp; Spring St,Saint Elmo, IL62458.0",,
872,"Grace Dr,",South Park,"Bloomington, IL",61704.0,38,https://www.mhvillage.com/parks/129761,61704.0,"Grace Dr,Bloomington, IL61704.0",,
873,"Haydn's Dr,",Grand Oaks,"Metropolis, IL",62960.0,Not found,https://www.mhvillage.com/parks/107018,62960.0,"Haydn's Dr,Metropolis, IL62960.0",,
874,"Haydn's Dr,",Green Oaks,"Metropolis, IL",62960.0,Not found,https://www.mhvillage.com/parks/107016,62960.0,"Haydn's Dr,Metropolis, IL62960.0",,
875,"Highway 104,",Kemmerling,"Kincaid, IL",62540.0,Not found,https://www.mhvillage.com/parks/107142,62540.0,"Highway 104,Kincaid, IL62540.0",,
876,"Jefferson St,",Heights,"Humboldt, IL",61931.0,14,https://www.mhvillage.com/parks/10319,61931.0,"Jefferson St,Humboldt, IL61931.0",,
877,"Main St And Orange St,",Heartland Properties MHP,"El Paso, IL",61738.0,Not found,https://www.mhvillage.com/parks/107232,61738.0,"Main St And Orange St,El Paso, IL61738.0",,
878,"Main,",Rock Park,"Urbana, IL",61801.0,15,https://www.mhvillage.com/parks/10260,61801.0,"Main,Urbana, IL61801.0",,
879,"N Belt W &Amp; N Illinois St,",McDonald Mobile Homes & RV,"Swansea, IL",62226.0,73,https://www.mhvillage.com/parks/127652,62226.0,"N Belt W &Amp; N Illinois St,Swansea, IL62226.0",,
880,"North Park Street,",Carter Mobile Home Park,"Wilmington, IL",60481.0,Not found,https://www.mhvillage.com/parks/11584,60481.0,"North Park Street,Wilmington, IL60481.0",,
881,"North Park Street,",Riverside West Manufactured Homes,"Wilmington, IL",60481.0,11,https://www.mhvillage.com/parks/126080,60481.0,"North Park Street,Wilmington, IL60481.0",,
882,"North Third Street,",Iva Belle Mobile Home Park,"Altamont, IL",62411.0,Not found,https://www.mhvillage.com/parks/106614,62411.0,"North Third Street,Altamont, IL62411.0",,
883,"Oak St,",Candle Lite Mobile Home Park,"Forreston, IL",61030.0,Not found,https://www.mhvillage.com/parks/107022,61030.0,"Oak St,Forreston, IL61030.0",,
884,"Oliver St And Connor St,",Bluff View Mobile Home Park,"Prairie Du Rocher, IL",62277.0,Not found,https://www.mhvillage.com/parks/107180,62277.0,"Oliver St And Connor St,Prairie Du Rocher, IL62277.0",,
885,"Park St,",Park Street Mobile Home Park,"Central City, IL",62801.0,Not found,https://www.mhvillage.com/parks/107034,62801.0,"Park St,Central City, IL62801.0",,
886,"Periwinkle  Circle,",Sycamore Glen,"Belleville, IL",62220.0,Not found,https://www.mhvillage.com/parks/127582,62220.0,"Periwinkle  Circle,Belleville, IL62220.0",,
887,"Poplar Street,",Ludlow Mobile Home Park,"Ludlow, IL",60949.0,11,https://www.mhvillage.com/parks/10210,60949.0,"Poplar Street,Ludlow, IL60949.0",,
888,"Quiet Point Rd,",Quiet Point Village,"Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/106936,62232.0,"Quiet Point Rd,Caseyville, IL62232.0",,
889,"R 45 & Grove St,",Adams Mobile Home Park,"Eldorado, IL",62930.0,Not found,https://www.mhvillage.com/parks/107030,62930.0,"R 45 & Grove St,Eldorado, IL62930.0",,
890,"R.r. 2 -Il Route 51,",Ridgeview Mobile Home Park,"South Clinton, IL",61727.0,Not found,https://www.mhvillage.com/parks/107062,61727.0,"R.r. 2 -Il Route 51,South Clinton, IL61727.0",,
891,"Route 45 And East Chestnut St.,",Paxton MHC,"Paxton, IL",60957.0,Not found,https://www.mhvillage.com/parks/106924,60957.0,"Route 45 And East Chestnut St.,Paxton, IL60957.0",,
892,"Rr 1 Box 110,",South Cooksville Mobile Home Park,"Cooksville, IL",61730.0,9,https://www.mhvillage.com/parks/11063,61730.0,"Rr 1 Box 110,Cooksville, IL61730.0",,
893,"Rr 1,",Holders Mobile Home Park,"Pinckneyville, IL",62274.0,40,https://www.mhvillage.com/parks/11164,62274.0,"Rr 1,Pinckneyville, IL62274.0",,
894,"Rr 1,",Rensing Mobile Home Park,"New Baden, IL",62265.0,Not found,https://www.mhvillage.com/parks/57782,62265.0,"Rr 1,New Baden, IL62265.0",,
895,"Rte 104 E,",Pawnee Mobile Home Park,"Pawnee, IL",62558.0,38,https://www.mhvillage.com/parks/11244,62558.0,"Rte 104 E,Pawnee, IL62558.0",,
896,"Rural Route #Q,",Huffman Mobile Home Park,"Midland City, IL",61727.0,Not found,https://www.mhvillage.com/parks/107070,61727.0,"Rural Route #Q,Midland City, IL61727.0",,
897,"S Poplar St,",Big Oak,"De Soto, IL",62924.0,Not found,https://www.mhvillage.com/parks/107236,62924.0,"S Poplar St,De Soto, IL62924.0",,
898,"S Walnut St,",Cardinal Estates,"Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11385,62243.0,"S Walnut St,Freeburg, IL62243.0",,
899,"S. Banker (S. Rt 45),",Easy Breeze Mobile Home Park,"Effingham, IL",62401.0,90,https://www.mhvillage.com/parks/10494,62401.0,"S. Banker (S. Rt 45),Effingham, IL62401.0",,
900,"Saint Anthony Road,",Halfpap Mobile Home Park,"Quincy, IL",62301.0,50,https://www.mhvillage.com/parks/10129,62301.0,"Saint Anthony Road,Quincy, IL62301.0",,
901,"Sheridan Center-West St,",Westview Manor,"Seymour, IL",61875.0,Not found,https://www.mhvillage.com/parks/107058,61875.0,"Sheridan Center-West St,Seymour, IL61875.0",,
902,"South Commercial St,",El Paso Mobile Home Court,"El Paso, IL",61738.0,Not found,https://www.mhvillage.com/parks/106962,61738.0,"South Commercial St,El Paso, IL61738.0",,
903,"South Emmett St,",Virden Village Mobile Home Park,"Virden, IL",62690.0,Not found,https://www.mhvillage.com/parks/107112,62690.0,"South Emmett St,Virden, IL62690.0",,
904,"St Rte 53,",Stateville Court Federal Employee Community,"Joliet, IL",60435.0,Not found,https://www.mhvillage.com/parks/11578,60435.0,"St Rte 53,Joliet, IL60435.0",,
905,"Sucker Road,",Benson Mobile Home Park,"Mazon, IL",60444.0,14,https://www.mhvillage.com/parks/11667,60444.0,"Sucker Road,Mazon, IL60444.0",,
906,"Timberline Road,",Yogi Bear Jellystone Campground,"Goodfield, IL",61742.0,Not found,https://www.mhvillage.com/parks/11657,61742.0,"Timberline Road,Goodfield, IL61742.0",,
907,"Waymire Ln,",Waymire Mobile Home Park,"Villa Grove, IL",61956.0,Not found,https://www.mhvillage.com/parks/107196,61956.0,"Waymire Ln,Villa Grove, IL61956.0",,
908,"West Dr,",Jim Davis Mobile Home Park,"Carmi, IL",62821.0,28,https://www.mhvillage.com/parks/27865,62821.0,"West Dr,Carmi, IL62821.0",,
909,"Zachary Court,",Girard Mobile Home Estates,"Girard, IL",62640.0,27,https://www.mhvillage.com/parks/10909,62640.0,"Zachary Court,Girard, IL62640.0",,
